,AID,GI,GeneID,ProteinName,GeneSymbol
5764,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
5765,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
5766,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
5767,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
5768,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
5769,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
5770,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
5771,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
5772,743473,223460866,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
5773,743473,119596182,4224,MEP1A protein,MEP1A
5774,743473,119596182,4224,MEP1A protein,MEP1B
5775,743473,119596182,4224,MEP1A protein,MMP9
5776,743473,119596182,4224,MEP1A protein,MMP2
5777,743473,119596182,4224,MEP1A protein,MMP8
5778,743473,119596182,4224,MEP1A protein,MMP10
5779,743473,119596182,4224,MEP1A protein,MMP13
5780,743473,119596182,4224,MEP1A protein,MMP14
5781,743473,119596182,4224,MEP1A protein,MMP1
5782,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MEP1A
5783,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MEP1B
5784,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MMP9
5785,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MMP2
5786,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MMP8
5787,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MMP10
5788,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MMP13
5789,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MMP14
5790,743473,119596182,4224,matrix metalloproteinase 13 (collagenase 3),MMP1
5791,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MEP1A
5792,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MEP1B
5793,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MMP9
5794,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MMP2
5795,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MMP8
5796,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MMP10
5797,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MMP13
5798,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MMP14
5799,743473,119596182,4224,matrix metalloproteinase 14 (membrane-inserted),MMP1
5800,743473,119596182,4224,"Meprin A, beta",MEP1A
5801,743473,119596182,4224,"Meprin A, beta",MEP1B
5802,743473,119596182,4224,"Meprin A, beta",MMP9
5803,743473,119596182,4224,"Meprin A, beta",MMP2
5804,743473,119596182,4224,"Meprin A, beta",MMP8
5805,743473,119596182,4224,"Meprin A, beta",MMP10
5806,743473,119596182,4224,"Meprin A, beta",MMP13
5807,743473,119596182,4224,"Meprin A, beta",MMP14
5808,743473,119596182,4224,"Meprin A, beta",MMP1
5809,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
5810,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
5811,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
5812,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
5813,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
5814,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
5815,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
5816,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
5817,743473,119596182,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
5818,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MEP1A
5819,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MEP1B
5820,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MMP9
5821,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MMP2
5822,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MMP8
5823,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MMP10
5824,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MMP13
5825,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MMP14
5826,743473,119596182,4224,matrix metallopeptidase 10 (stromelysin 2),MMP1
5827,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
5828,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
5829,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP9
5830,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP2
5831,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP8
5832,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP10
5833,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP13
5834,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP14
5835,743473,119596182,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP1
5836,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
5837,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
5838,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
5839,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
5840,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
5841,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
5842,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
5843,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
5844,743473,119596182,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
5845,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
5846,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
5847,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
5848,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
5849,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
5850,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
5851,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
5852,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
5853,743473,119596182,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
5854,743473,119596182,4225,MEP1A protein,MEP1A
5855,743473,119596182,4225,MEP1A protein,MEP1B
5856,743473,119596182,4225,MEP1A protein,MMP9
5857,743473,119596182,4225,MEP1A protein,MMP2
5858,743473,119596182,4225,MEP1A protein,MMP8
5859,743473,119596182,4225,MEP1A protein,MMP10
5860,743473,119596182,4225,MEP1A protein,MMP13
5861,743473,119596182,4225,MEP1A protein,MMP14
5862,743473,119596182,4225,MEP1A protein,MMP1
5863,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MEP1A
5864,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MEP1B
5865,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MMP9
5866,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MMP2
5867,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MMP8
5868,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MMP10
5869,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MMP13
5870,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MMP14
5871,743473,119596182,4225,matrix metalloproteinase 13 (collagenase 3),MMP1
5872,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MEP1A
5873,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MEP1B
5874,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MMP9
5875,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MMP2
5876,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MMP8
5877,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MMP10
5878,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MMP13
5879,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MMP14
5880,743473,119596182,4225,matrix metalloproteinase 14 (membrane-inserted),MMP1
5881,743473,119596182,4225,"Meprin A, beta",MEP1A
5882,743473,119596182,4225,"Meprin A, beta",MEP1B
5883,743473,119596182,4225,"Meprin A, beta",MMP9
5884,743473,119596182,4225,"Meprin A, beta",MMP2
5885,743473,119596182,4225,"Meprin A, beta",MMP8
5886,743473,119596182,4225,"Meprin A, beta",MMP10
5887,743473,119596182,4225,"Meprin A, beta",MMP13
5888,743473,119596182,4225,"Meprin A, beta",MMP14
5889,743473,119596182,4225,"Meprin A, beta",MMP1
5890,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
5891,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
5892,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
5893,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
5894,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
5895,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
5896,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
5897,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
5898,743473,119596182,4225,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
5899,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MEP1A
5900,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MEP1B
5901,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MMP9
5902,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MMP2
5903,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MMP8
5904,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MMP10
5905,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MMP13
5906,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MMP14
5907,743473,119596182,4225,matrix metallopeptidase 10 (stromelysin 2),MMP1
5908,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
5909,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
5910,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MMP9
5911,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MMP2
5912,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MMP8
5913,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MMP10
5914,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MMP13
5915,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MMP14
5916,743473,119596182,4225,matrix metallopeptidase 1 (interstitial collagenase),MMP1
5917,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
5918,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
5919,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
5920,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
5921,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
5922,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
5923,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
5924,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
5925,743473,119596182,4225,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
5926,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
5927,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
5928,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
5929,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
5930,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
5931,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
5932,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
5933,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
5934,743473,119596182,4225,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
5935,743473,119596182,4318,MEP1A protein,MEP1A
5936,743473,119596182,4318,MEP1A protein,MEP1B
5937,743473,119596182,4318,MEP1A protein,MMP9
5938,743473,119596182,4318,MEP1A protein,MMP2
5939,743473,119596182,4318,MEP1A protein,MMP8
5940,743473,119596182,4318,MEP1A protein,MMP10
5941,743473,119596182,4318,MEP1A protein,MMP13
5942,743473,119596182,4318,MEP1A protein,MMP14
5943,743473,119596182,4318,MEP1A protein,MMP1
5944,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MEP1A
5945,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MEP1B
5946,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MMP9
5947,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MMP2
5948,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MMP8
5949,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MMP10
5950,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MMP13
5951,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MMP14
5952,743473,119596182,4318,matrix metalloproteinase 13 (collagenase 3),MMP1
5953,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MEP1A
5954,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MEP1B
5955,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MMP9
5956,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MMP2
5957,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MMP8
5958,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MMP10
5959,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MMP13
5960,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MMP14
5961,743473,119596182,4318,matrix metalloproteinase 14 (membrane-inserted),MMP1
5962,743473,119596182,4318,"Meprin A, beta",MEP1A
5963,743473,119596182,4318,"Meprin A, beta",MEP1B
5964,743473,119596182,4318,"Meprin A, beta",MMP9
5965,743473,119596182,4318,"Meprin A, beta",MMP2
5966,743473,119596182,4318,"Meprin A, beta",MMP8
5967,743473,119596182,4318,"Meprin A, beta",MMP10
5968,743473,119596182,4318,"Meprin A, beta",MMP13
5969,743473,119596182,4318,"Meprin A, beta",MMP14
5970,743473,119596182,4318,"Meprin A, beta",MMP1
5971,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
5972,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
5973,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
5974,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
5975,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
5976,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
5977,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
5978,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
5979,743473,119596182,4318,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
5980,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MEP1A
5981,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MEP1B
5982,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MMP9
5983,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MMP2
5984,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MMP8
5985,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MMP10
5986,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MMP13
5987,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MMP14
5988,743473,119596182,4318,matrix metallopeptidase 10 (stromelysin 2),MMP1
5989,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
5990,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
5991,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MMP9
5992,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MMP2
5993,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MMP8
5994,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MMP10
5995,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MMP13
5996,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MMP14
5997,743473,119596182,4318,matrix metallopeptidase 1 (interstitial collagenase),MMP1
5998,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
5999,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
6000,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
6001,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
6002,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
6003,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
6004,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
6005,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
6006,743473,119596182,4318,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
6007,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
6008,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
6009,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
6010,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
6011,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
6012,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
6013,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
6014,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
6015,743473,119596182,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
6016,743473,119596182,4313,MEP1A protein,MEP1A
6017,743473,119596182,4313,MEP1A protein,MEP1B
6018,743473,119596182,4313,MEP1A protein,MMP9
6019,743473,119596182,4313,MEP1A protein,MMP2
6020,743473,119596182,4313,MEP1A protein,MMP8
6021,743473,119596182,4313,MEP1A protein,MMP10
6022,743473,119596182,4313,MEP1A protein,MMP13
6023,743473,119596182,4313,MEP1A protein,MMP14
6024,743473,119596182,4313,MEP1A protein,MMP1
6025,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MEP1A
6026,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MEP1B
6027,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MMP9
6028,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MMP2
6029,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MMP8
6030,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MMP10
6031,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MMP13
6032,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MMP14
6033,743473,119596182,4313,matrix metalloproteinase 13 (collagenase 3),MMP1
6034,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MEP1A
6035,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MEP1B
6036,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MMP9
6037,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MMP2
6038,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MMP8
6039,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MMP10
6040,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MMP13
6041,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MMP14
6042,743473,119596182,4313,matrix metalloproteinase 14 (membrane-inserted),MMP1
6043,743473,119596182,4313,"Meprin A, beta",MEP1A
6044,743473,119596182,4313,"Meprin A, beta",MEP1B
6045,743473,119596182,4313,"Meprin A, beta",MMP9
6046,743473,119596182,4313,"Meprin A, beta",MMP2
6047,743473,119596182,4313,"Meprin A, beta",MMP8
6048,743473,119596182,4313,"Meprin A, beta",MMP10
6049,743473,119596182,4313,"Meprin A, beta",MMP13
6050,743473,119596182,4313,"Meprin A, beta",MMP14
6051,743473,119596182,4313,"Meprin A, beta",MMP1
6052,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
6053,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
6054,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
6055,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
6056,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
6057,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
6058,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
6059,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
6060,743473,119596182,4313,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
6061,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MEP1A
6062,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MEP1B
6063,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MMP9
6064,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MMP2
6065,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MMP8
6066,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MMP10
6067,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MMP13
6068,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MMP14
6069,743473,119596182,4313,matrix metallopeptidase 10 (stromelysin 2),MMP1
6070,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
6071,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
6072,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MMP9
6073,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MMP2
6074,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MMP8
6075,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MMP10
6076,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MMP13
6077,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MMP14
6078,743473,119596182,4313,matrix metallopeptidase 1 (interstitial collagenase),MMP1
6079,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
6080,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
6081,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
6082,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
6083,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
6084,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
6085,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
6086,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
6087,743473,119596182,4313,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
